Reviews,Positive,Negative,Neutral
phone good allrounder battery life decent get day feature basic functional camera satisfactory battery drain average rate display clear offer good value money,0.425,0.0,0.575
phone decent lack extraordinary battery life average last typical day feature basic camera okay battery drain standard pace display decent provide fair value money,0.228,0.08,0.692
not recommend phone disappointing battery life lackluster struggle day feature mediocre camera subpar battery drain quickly display okay good value money,0.336,0.151,0.513
phone awful complete waste money battery life terrible barely last hour feature lackluster camera awful battery drain incredibly fast display good awful phone,0.09,0.425,0.485
m impressed budget phone battery life surprisingly good easily last day feature basic functional camera decent price battery drain reasonable rate display clear offer great value money,0.509,0.0,0.491
phone good budget choice battery life satisfactory get day feature basic functional camera passable battery drain average pace display decent good value money,0.36,0.0,0.64
phone average battery life mediocre feature special camera okay not expect outstanding photo battery drain bit fast like display clear remarkable average value money,0.437,0.09,0.473
m disappointed phone battery life subpar struggle day feature impressive camera disappoint battery drain quickly display average good value money,0.29,0.273,0.438
phone terrible,0.0,0.756,0.244
phone outstanding battery life excellent easily last day feature topnotch camera take stunning photo battery drain reasonable rate display incredibly sharp vibrant worth penny,0.507,0.0,0.493
good phone decent battery life use well feature camera satisfactory battery drain average rate display clear exceptional offer decent value money,0.439,0.0,0.561
phone deliver average performance battery life okay well feature impressive camera average battery drain standard rate display decent provide fair value money,0.414,0.0,0.586
m disappointed phone advise avoid battery life lackluster struggle day feature mediocre camera subpar battery drain quickly display okay good value money,0.242,0.255,0.503
phone terrible regret purchase battery life terrible barely last hour feature lackluster camera awful battery drain incredibly fast display good complete waste money,0.09,0.423,0.486
m thrilled phone fantastic exceptional feature battery life superb last day camera topnotch battery drain reasonable rate display stunning worth penny,0.502,0.0,0.498
phone good allaround choice battery life decent get day feature basic functional camera satisfactory battery drain average pace display clear offer good value money,0.412,0.0,0.588
phone decent well battery life average last typical day feature basic camera okay battery drain standard pace display decent provide fair value money,0.314,0.0,0.686
not recommend phone disappointing purchase battery life lackluster struggle day feature mediocre camera subpar battery drain quickly display okay good value money,0.325,0.146,0.529
phone horrible advise waste money battery life terrible barely last hour feature lackluster camera awful battery drain incredibly fast display good avoid,0.094,0.432,0.474
phone excellent way battery backup superb easily last day feature fantastic make joy use camera capture outstanding photo display stun worth penny,0.61,0.0,0.39
topnotch device battery backup outstanding leave lurch feature intuitive comprehensive camera excel deliver stunning photo display visual delight great value money,0.608,0.033,0.359
performance phone outstanding battery backup phenomenal easily last day feature versatile userfriendly camera produce outstanding photo display vivid sharp tremendous value money,0.416,0.0,0.584
exceptional phone battery backup impressive easily last night feature comprehensive intuitive camera capture exceptional photo display visual treat exceptional value money,0.444,0.0,0.556
phone flawless aspect battery backup flawless endure day ease feature flawless offer seamless experience camera take flawless photo display visual marvel topvalue device,0.521,0.0,0.479
m absolutely delighted phone battery backup exceptional last day feature topnotch breeze use camera capture breathtake photo display sharp vibrant worth penny,0.331,0.0,0.669
phone deliver impressive performance battery backup phenomenal last night feature versatile efficient camera capture impressive photo display vivid sharp outstanding value money,0.482,0.0,0.518
phone go expectation battery backup topnotch last day feature versatile userfriendly camera deliver stunning photo display vibrant sharp tremendous value money,0.318,0.0,0.682
consider phone exceptional value battery backup outstanding last night feature comprehensive userfriendly camera capture exceptional photo display visual delight tremendous value money,0.464,0.0,0.536
m delighted purchase battery backup exceptional easily last day feature intuitive comprehensive camera capture delightful photo display visual treat topvalue device,0.486,0.0,0.514
outstanding device battery backup phenomenal leave power feature intuitive efficient camera excel deliver outstanding photo display visual delight exceptional value money,0.569,0.034,0.397
phone worth penny battery backup superb last day ease feature versatile userfriendly camera capture stunning photo display sharp vibrant great value money,0.583,0.0,0.417
performance phone exceptional battery backup phenomenal last night feature versatile userfriendly camera capture exceptional photo display visual treat tremendous value money,0.212,0.0,0.788
absolutely impressed phone battery backup topnotch last day feature fantastic make breeze use camera capture outstanding photo display vibrant sharp great value money,0.551,0.0,0.449
topvalue device battery backup outstanding last night feature comprehensive intuitive camera excel deliver stunning photo display visual delight tremendous value money,0.544,0.0,0.456
phone exceptional buy battery backup superb easily last day feature fantastic provide seamless experience camera capture outstanding photo display visual treat great value money,0.578,0.0,0.422
m absolutely delighted performance phone battery backup exceptional easily last day feature topnotch breeze use camera capture breathtake photo display sharp vibrant topvalue device,0.32,0.0,0.68
exceptional device battery backup outstanding leave power feature intuitive comprehensive camera excel deliver stunning photo display visual delight great value money,0.608,0.033,0.359
consider phone outstanding value battery backup superb easily last day feature intuitive userfriendly camera capture outstanding photo display visual delight tremendous value money,0.592,0.0,0.408
m impressed purchase battery backup exceptional easily last day feature comprehensive efficient camera capture breathtake photo display sharp vibrant topvalue device,0.477,0.0,0.523
topvalue buy battery backup outstanding last day ease feature comprehensive userfriendly camera excel deliver stunning photo display visual delight exceptional value money,0.576,0.0,0.424
phone exceptional device battery backup superb easily last day feature topnotch make joy use camera capture outstanding photo display sharp vibrant great value money,0.587,0.0,0.413
m delighted performance phone battery backup outstanding leave power feature intuitive comprehensive camera excel deliver stunning photo display visual delight tremendous value money,0.582,0.033,0.385
outstanding device battery backup phenomenal last day ease feature versatile userfriendly camera excel deliver outstanding photo display visual treat exceptional value money,0.538,0.0,0.462
phone worth penny battery backup superb easily last day feature fantastic provide seamless experience camera capture stunning photo display sharp vibrant topvalue device,0.514,0.0,0.486
performance phone exceptional battery backup superb last night feature versatile efficient camera capture exceptional photo display visual delight great value money,0.52,0.0,0.48
absolutely impressed phone battery backup outstanding last day ease feature comprehensive userfriendly camera capture outstanding photo display visual treat tremendous value money,0.583,0.0,0.417
topvalue device battery backup phenomenal easily last night feature intuitive efficient camera excel deliver stunning photo display visual delight exceptional value money,0.517,0.0,0.483
phone simply outstanding battery backup impressive easily last day feature intuitive comprehensive camera capture outstanding photo display sharp vibrant excellent value money,0.643,0.0,0.357
phone perfect way battery life exceptional last day effortlessly feature userfriendly versatile camera produce perfect shot display stunning unmatched value money,0.418,0.044,0.539
great purchase battery backup solid easily get day feature practical welldesigne camera perform display clear vibrant good value money,0.618,0.0,0.382
exceptional performance battery backup outstanding leave lurch feature topnotch easy use camera take exceptional photo display vivid sharp incredible value money,0.338,0.044,0.618
phone fantastic device battery life fantastic easily last busy day feature intuitive comprehensive camera capture fantastic shot display visually pleasing exceptional value money,0.568,0.0,0.432
phone superb battery backup superb last day feature practical easy navigate camera capture superb photo display sharp vibrant superb value money,0.642,0.0,0.358
ell worth purchase battery backup reliable get day trouble feature practical efficient camera capture good photo display clear solid value money,0.46,0.087,0.453
incredible device battery life incredible last night feature comprehensive userfriendly camera capture incredible photo display visual delight outstanding value money,0.435,0.0,0.565
phone simply good battery backup phenomenal last entire day feature intuitive comprehensive camera capture stunning photo display sharp vibrant exceptional value money,0.439,0.0,0.561
great investment phone battery backup reasonable last day feature practical easy use camera take good photo display clear good buy money,0.49,0.0,0.51
device exceptional battery backup impressive easily last day ease feature comprehensive run smoothly camera deliver exceptional shot display visual delight excellent value money,0.558,0.0,0.442
m thrilled performance phone battery backup outstanding last night feature comprehensive intuitive camera capture stunning photo display sharp vibrant exceptional value money,0.536,0.0,0.464
phone outstanding value battery backup impressive easily last day feature practical easy navigate camera capture outstanding photo display sharp fantastic purchase,0.617,0.0,0.383
remarkable phone battery backup exceptional last day feature intuitive comprehensive camera capture remarkable photo display sharp vibrant outstanding value money,0.576,0.0,0.424
reliable device daily use battery backup decent not leave lurch feature practical userfriendly camera take good shot display quality satisfactory sensible investment,0.256,0.0,0.744
phone exceptional experience battery backup outstanding last night feature comprehensive intuitive camera deliver exceptional shot display sharp vibrant excellent value money,0.492,0.0,0.508
phone short exceptional battery backup impressive last day feature intuitive comprehensive camera capture exceptional photo display sharp vibrant topvalue purchase,0.339,0.0,0.661
phone outstanding choice battery backup impressive easily last day feature intuitive comprehensive camera capture outstanding photo display sharp vibrant excellent value money,0.643,0.0,0.357
value offer phone incredible battery backup impressive last day feature intuitive userfriendly camera capture incredible photo display sharp remarkable purchase,0.354,0.0,0.646
great purchase battery backup reliable get day trouble feature practical efficient camera take good photo display clear solid value money,0.511,0.084,0.405
exceptional device battery backup outstanding leave lurch feature topnotch easy use camera take exceptional photo display vivid sharp incredible value money,0.338,0.044,0.618
phone short phenomenal battery backup impressive last day feature intuitive comprehensive camera capture phenomenal photo display sharp vibrant excellent value money,0.481,0.0,0.519
phone simply good battery backup phenomenal last entire day feature intuitive comprehensive camera capture stunning photo display sharp vibrant exceptional value money,0.439,0.0,0.561
ell worth purchase battery backup reliable get day trouble feature practical efficient camera capture good photo display clear solid value money,0.46,0.087,0.453
incredible device battery life incredible last night feature comprehensive userfriendly camera capture incredible photo display visual delight outstanding value money,0.435,0.0,0.565
device outstanding way battery backup remarkable easily last day feature intuitive cover need camera topnotch capture stunning photo display crisp vibrant excellent value money,0.565,0.0,0.435
not praise phone battery backup superb leave hang feature dream use camera exceed expectation display visual treat worth cent,0.385,0.148,0.467
m astounded performance phone battery backup unbelievable easily last day half feature topnotch userfriendly camera deliver unbelievable photo display stunning unmatched value money,0.458,0.043,0.498
phone simply amazing battery backup incredible go strong day feature pleasure use camera capture amazing photo display gorgeous fantastic deal money,0.597,0.0,0.403
consider phone exceptional value battery backup outstanding handle heavy use effortlessly feature practical efficient camera produce exceptional photo display topnotch tremendous value money,0.379,0.0,0.621
phone perfect way battery backup perfect easily last busy day feature comprehensive intuitive camera capture perfect shot display visually stunning worth penny,0.571,0.0,0.429
phone go expectation battery backup topnotch last night feature comprehensive intuitive camera excel deliver stunning photo display visual delight exceptional value money,0.45,0.0,0.55
device phenomenal experience battery backup phenomenal let feature versatile userfriendly camera capture phenomenal photo display feast eye unbeatable value money,0.112,0.0,0.888
phone short incredible battery backup incredible last expectation feature comprehensive efficient camera deliver incredible photo display visual masterpiece steal money,0.317,0.114,0.569
d phone fantastic investment battery backup outstanding last night feature versatile easy use camera capture fantastic shot display topclass worth penny,0.516,0.0,0.484
m thoroughly impressed performance phone battery backup impressive easily last day feature comprehensive efficient camera capture impressive photo display visual delight tremendous value money,0.61,0.0,0.39
phone topnotch way battery backup topnotch go strong day feature intuitive userfriendly camera capture topnotch photo display visual treat worth cent,0.305,0.0,0.695
exceptional device battery backup impressive last day feature versatile userfriendly camera excel deliver exceptional photo display visual delight unmatched value money,0.421,0.043,0.535
phone unbelievably good battery backup outstanding last day ease feature practical efficient camera capture unbelievably good photo display topclass fantastic deal money,0.547,0.0,0.453
not perfect choice battery backup perfect easily last day feature practical efficient camera capture perfect shot display visually stunning worth penny,0.297,0.275,0.428
truly outstanding battery backup remarkable let feature versatile userfriendly camera capture outstanding photo display visual masterpiece unbeatable value money,0.618,0.0,0.382
phone superb aspect battery backup superb last night feature practical easy use camera deliver superb photo display topnotch worth cent,0.533,0.0,0.467
find phone simply unbelievable battery backup unbelievable last day feature comprehensive intuitive camera capture unbelievable photo display visual treat tremendous value money,0.439,0.0,0.561
exceptional phone battery backup impressive go strong day feature versatile userfriendly camera excel deliver exceptional photo display visual delight unmatched value money,0.479,0.039,0.482
phone perfect way battery backup perfect easily last day feature practical efficient camera capture perfect shot display visually stunning worth penny,0.598,0.0,0.402
